c,d,e,f,g,h,I,k,n,o,r,s,t,u,v,w,y,z
0,22,37.3,20,38.4,22.2,35.3266666667,33.0666666667,7.09,31.63,23,36.4,19.29,34.73,6.2666666667,762.2,2.3333333333,21.3333333333
0,22.0333333333,36.93,20,38.2233333333,22.2,35.29,32.9,7.03,31.89,23.0333333333,36.4633333333,19.29,34.7,6.1833333333,762.2,2.1666666667,20.6666666667
10,22.1,36.5966666667,20,37.9633333333,22.2,35.23,32.9,7,32.29,23.1,36.53,19.29,34.7,6.1,762.2,2,20
0,22.1,36.26,20.1,37.9333333333,22.2,35.1633333333,32.73,6.95,32.745,23.1,36.59,19.2,34.59,6.0666666667,762.2666666667,2.1666666667,20.3333333333
0,22.1666666667,36.26,20.1,38.06,22.2,35.09,32.8633333333,6.9,33.3,23.1,36.3333333333,19.26,34.59,6.0333333333,762.3333333333,2.3333333333,20.6666666667
0,22.2,36.29,20.1,38.06,22.2,35.045,33.0666666667,6.9,34.1,23.0333333333,36.0666666667,19.23,34.53,6,762.4,2.5,21
0,22.2,36.23,20.1,38,22.2,35,33.26,6.8,35.7633333333,22.9633333333,35.7233333333,19.23,34.53,5.9666666667,762.4666666667,2.6666666667,21.3333333333
10,22.29,36.2,20.1,38.0666666667,22.2,35,33.4333333333,6.8,37.3633333333,22.89,35.59,19.2,34.5,5.9333333333,762.5333333333,2.8333333333,21.6666666667
0,22.29,36.2,20.1,38.2,22.2,35,33.56,6.7633333333,38.5566666667,22.89,35.3633333333,19.2,34.56,5.9,762.6,3,22
0,22.29,36.09,20.1,38.2,22.2,35,33.73,6.69,39.63,22.8233333333,35.23,19.2,34.59,5.8333333333,762.5833333333,3.1666666667,22.3333333333
0,22.29,36.09,20.0333333333,38.1266666667,22.1666666667,35,33.8633333333,6.59,40.39,22.79,35.06,19.2,34.59,5.7666666667,762.5666666667,3.3333333333,22.6666666667
0,22.29,36,20,38.09,22.1666666667,35,34,6.5675,40.9975,22.79,35,19.2,34.6633333333,5.7,762.55,3.5,23
0,22.29,35.9666666667,20,38.09,22.1666666667,35,34.06,6.5,41.66,22.76,34.8633333333,19.2,34.7,5.6333333333,762.5333333333,3.6666666667,23.3333333333
0,22.29,35.9,20,38.09,22.1,35,34.09,6.4666666667,42.5666666667,22.7,34.79,19.2,34.7,5.5666666667,762.5166666667,3.8333333333,23.6666666667
0,22.29,35.9,19.9266666667,38.09,22.1,35,34.1633333333,6.4,42.8333333333,22.7,34.7,19.2,34.7,5.5,762.5,4,24
0,22.29,35.8266666667,19.89,38.1633333333,22.1,35,34.23,6.3,43.53,22.7,34.7,19.2,34.7,5.4666666667,762.5,3.8333333333,24.1666666667
30,22.29,35.79,19.89,38.09,22.1,35,34.3175,6.2266666667,43.79,22.6,34.5,19.2,34.7,5.4333333333,762.5,3.6666666667,24.3333333333
0,22.23,35.73,19.79,37.9666666667,22.1,35.06,34.6,6.19,44.4333333333,22.6,34.8333333333,19.2,34.76,5.4,762.5,3.5,24.5
0,22.2,35.7,19.79,37.8266666667,22,35.23,34.8633333333,6.19,44.6333333333,22.7,35.7566666667,19.23,35.53,5.3666666667,762.5,3.3333333333,24.6666666667
0,22.2,35.7,19.745,37.845,22,35.3633333333,34.8633333333,6.09,44.6566666667,22.7,36.4233333333,19.29,35.99,5.3333333333,762.5,3.1666666667,24.8333333333
0,22.2,35.79,19.7,38,22,35.4,34.79,6.09,45.2633333333,22.76,37.2266666667,19.3233333333,36.5,5.3,762.5,3,25
10,22.1333333333,35.8633333333,19.6333333333,38,21.9266666667,35.4,34.79,6.06,45.73,22.7,37.7666666667,19.3233333333,36.8333333333,5.2666666667,762.5,3,24.8333333333
0,22.1,35.9,19.6,38.09,21.89,35.5,34.79,6,45.93,22.6666666667,38.2,19.3233333333,37.1266666667,5.2333333333,762.5,3,24.6666666667
0,22.1,35.9666666667,19.6,38.1633333333,21.89,35.5,34.79,5.9666666667,46.36,22.575,38.425,19.39,37.26,5.2,762.5,3,24.5
0,22,35.9,19.5,38.2,21.89,35.545,34.79,5.9,46.8333333333,22.5,38.96,19.3566666667,37.3266666667,5.1666666667,762.5,3,24.3333333333
0,22,35.9,19.5,38.26,21.89,35.59,34.79,5.8666666667,47.3266666667,22.5,39.53,19.3566666667,37.4666666667,5.1333333333,762.5,3,24.1666666667
0,22,36,19.4633333333,38.3633333333,21.8233333333,35.53,34.79,5.8,47.66,22.5,40.0633333333,19.39,37.59,5.1,762.5,3,24
0,22,36,19.39,38.3633333333,21.8233333333,35.5666666667,34.79,5.8,48.0966666667,22.5,40.4333333333,19.39,37.695,5.1166666667,762.4666666667,3,23.8333333333
0,21.9633333333,36.09,19.3566666667,38.4333333333,21.8233333333,35.6266666667,34.8633333333,5.7725,48.4975,22.5,40.6933333333,19.39,37.79,5.1333333333,762.4333333333,3,23.6666666667
0,21.89,36.1633333333,19.29,38.5,21.8233333333,35.6266666667,34.79,5.69,48.9,22.39,41.0666666667,19.39,37.9333333333,5.15,762.4,3,23.5
10,21.89,36.1266666667,19.26,38.59,21.89,35.7,34.79,5.69,49.1566666667,22.39,41.3333333333,19.39,38.06,5.1666666667,762.3666666667,3,23.3333333333
0,21.865,36.1725,19.2,38.59,21.89,35.7,34.79,5.69,49.29,22.39,41.4633333333,19.39,38.23,5.1833333333,762.3333333333,3,23.1666666667
0,21.79,36.09,19.2,38.7,21.9633333333,35.7,34.79,5.69,49.3333333333,22.39,41.6633333333,19.39,38.3633333333,5.2,762.3,3,23
0,21.79,36.09,19.1333333333,38.7,22,35.73,34.8633333333,5.69,49.3333333333,22.39,41.8266666667,19.39,38.59,5.2166666667,762.3,3,23
0,21.73,36.09,19.1,38.79,22,35.79,34.9,5.69,49.26,22.3233333333,41.9666666667,19.39,38.7233333333,5.2333333333,762.3,3,23
0,21.7,36.1633333333,19.1,38.79,22,35.8266666667,34.9,5.69,49.46,22.29,42.09,19.39,38.9333333333,5.25,762.3,3,23
0,21.7,36.1633333333,19,38.79,22,35.9,34.9,5.6566666667,49.6633333333,22.29,42.1633333333,19.39,39.06,5.2666666667,762.3,3,23
0,21.6666666667,36.09,19,38.8633333333,22.0333333333,35.9333333333,34.8633333333,5.6566666667,49.53,22.29,42.29,19.39,39.09,5.2833333333,762.3,3,23
0,21.6,36.09,18.89,38.9,22.1,36.06,34.79,5.6233333333,48.5666666667,22.23,42.29,19.39,39.09,5.3,762.3,3,23
10,21.6,36.09,18.89,38.845,22.1,36.09,34.9,5.69,47.7666666667,22.29,42.29,19.4266666667,39.1266666667,5.2666666667,762.2666666667,3,23.3333333333
0,21.6,36.09,18.89,38.9,22.1,36.09,34.9,5.69,47.2233333333,22.29,42.3633333333,19.4266666667,39.1266666667,5.2333333333,762.2333333333,3,23.6666666667
0,21.5,36.1266666667,18.79,38.8266666667,22.1,36.09,34.79,5.69,46.83,22.26,42.29,19.39,39.09,5.2,762.2,3,24
0,21.5,36.2,18.79,38.9,22.1,36.09,34.79,5.6233333333,46.3633333333,22.2,42.23,19.4633333333,39.1633333333,5.1666666667,762.1666666667,3,24.3333333333
0,21.5,36.2,18.76,38.9,22.1,36.245,34.79,5.69,46.3633333333,22.2,42.045,19.4266666667,39.3266666667,5.1333333333,762.1333333333,3,24.6666666667
0,21.4266666667,36.1266666667,18.7,38.9666666667,22.1,36.26,34.79,5.6566666667,46.56,22.2,41.8633333333,19.4266666667,39.4,5.1,762.1,3,25
0,21.39,36.09,18.7,38.9333333333,22.1,36.26,34.79,5.59,45.675,22.2,41.73,19.39,39.4333333333,5.0833333333,762.05,3,25.1666666667
0,21.39,36.09,18.6333333333,39,22.1,36.29,34.79,5.59,45.2,22.1666666667,41.7,19.445,39.5675,5.0666666667,762,3,25.3333333333
0,21.39,36.09,18.6666666667,39,22.1,36.3633333333,34.79,5.59,44.4,22.1,41.7,19.39,39.59,5.05,761.95,3,25.5
10,21.3233333333,36.1633333333,18.6,39,22.1,36.4,34.79,5.59,44.0666666667,22.1666666667,41.7,19.4266666667,39.73,5.0333333333,761.9,3,25.6666666667
0,21.3566666667,36.2,18.6,39,22.1,36.4,34.79,5.5,43.8633333333,22.1,41.6266666667,19.5,39.79,5.0166666667,761.85,3,25.8333333333
0,21.29,36.2,18.5333333333,39,22.1,36.5,34.79,5.5,43.93,22.1,41.7,19.5,39.79,5,761.8,3,26
0,21.29,36.2,18.5,39.03,22.1,36.5,34.7,5.5,44.39,22.1,41.7,19.5,39.79,4.9833333333,761.75,3.1666666667,25.1666666667
0,21.2,36.09,18.5,39.09,22.1,36.59,34.7,5.5,44.33,22.1,41.76,19.5,39.79,4.9666666667,761.7,3.3333333333,24.3333333333
0,21.2,36.09,18.39,39.03,22.1,36.59,34.6633333333,5.4,43.5566666667,22.1,41.7,19.5,39.79,4.95,761.65,3.5,23.5
0,21.2,36.09,18.39,39.09,22.1,36.59,34.59,5.4,43.03,22,41.4666666667,19.5,39.8266666667,4.9333333333,761.6,3.6666666667,22.6666666667
0,21.2,36.09,18.3566666667,39.09,22.1,36.59,34.59,5.4,42.8633333333,22,41.4,19.5,39.9,4.9166666667,761.55,3.8333333333,21.8333333333
0,21.1666666667,36.2,18.3566666667,39.1633333333,22.2,36.59,34.6633333333,5.4,42.99,22,41.26,19.5,39.9,4.9,761.5,4,21
0,21.1,36.2,18.29,39.2,22.2,36.59,34.59,5.3,43.09,22,41.2,19.5,39.9,4.8833333333,761.5,3.8333333333,28.1666666667
0,21.1,36.2,18.29,39.2225,22.2,36.59,34.59,5.3,43.09,22,41.1633333333,19.5,39.9,4.8666666667,761.5,3.6666666667,35.3333333333
0,21.1,36.2,18.29,39.29,22.2,36.59,34.59,5.3,43.23,22,41.09,19.5,39.9,4.85,761.5,3.5,42.5
0,21.0666666667,36.26,18.2,39.23,22.1,36.59,34.59,5.3,43.29,22,41,19.5,39.9,4.8333333333,761.5,3.3333333333,49.6666666667
0,21,36.2,18.2,39.29,22.1,36.59,34.59,5.3,43.3,21.9266666667,41,19.5,39.9666666667,4.8166666667,761.5,3.1666666667,56.8333333333
0,21,36.2,18.2,39.4,22.1,36.7,34.59,5.3,43.4633333333,21.89,40.9,19.5,40,4.8,761.5,3,64
0,20.9266666667,36.2,18.1333333333,39.4,22.2,36.7,34.59,5.3,43.7233333333,21.89,40.9,19.5,40,4.8,761.55,2.8333333333,64
0,20.89,36.29,18.1666666667,39.4333333333,22.2,36.7,34.59,5.3,43.9633333333,21.89,40.9,19.5,40.09,4.8,761.6,2.6666666667,64
0,20.89,36.29,18.1,39.5,22.2,36.6633333333,34.59,5.3,44.2233333333,21.89,40.9,19.5,40.09,4.8,761.65,2.5,64
0,20.89,36.29,18.1,39.5,22.2,36.6633333333,34.59,5.3,44.5,21.8233333333,40.9,19.5,40.09,4.8,761.7,2.3333333333,64
0,20.89,36.29,18.1,39.5,22.1666666667,36.59,34.53,5.3,44.6266666667,21.79,40.9333333333,19.5,40.23,4.8,761.75,2.1666666667,64
0,20.79,36.23,18.1,39.59,22.1,36.6633333333,34.56,5.3,44.8266666667,21.79,41.06,19.5,40.23,4.8,761.8,2,64
0,20.79,36.29,18.1,39.59,22.0666666667,36.6633333333,34.5,5.3,45.0266666667,21.79,41.09,19.5,40.26,4.8333333333,761.8,2.1666666667,56.6666666667
0,20.79,36.29,18.1,39.59,22,36.6633333333,34.5,5.3333333333,45.3266666667,21.79,41.09,19.5,40.26,4.8666666667,761.8,2.3333333333,49.3333333333
0,20.79,36.29,18.0333333333,39.59,22,36.7,34.5,5.4,45.6,21.79,41.3266666667,19.5,40.29,4.9,761.8,2.5,42
0,20.79,36.29,18,39.6266666667,22,36.7,34.5,5.4333333333,45.86,21.79,41.5266666667,19.5,40.29,4.9333333333,761.8,2.6666666667,34.6666666667
0,20.79,36.29,18,39.7,22,36.7,34.5,5.5,46.06,21.79,41.79,19.5,40.29,4.9666666667,761.8,2.8333333333,27.3333333333
0,20.73,36.29,18,39.7,22.0666666667,36.76,34.5,5.5,46.1266666667,21.79,41.8633333333,19.5,40.3633333333,5,761.8,3,20
0,20.7,36.4566666667,18,39.7,22,36.7,34.4666666667,5.5,46.26,21.79,41.79,19.5,40.6266666667,5.0166666667,761.85,3.1666666667,20.1666666667
0,20.76,36.99,18,39.995,22,36.5666666667,34.4,5.59,46.4633333333,21.79,41.73,19.5,40.5666666667,5.0333333333,761.9,3.3333333333,20.3333333333
0,20.79,37.1566666667,18,40.3266666667,21.9633333333,36.2233333333,34.4,5.59,46.59,21.79,40.8,19.5,40.43,5.05,761.95,3.5,20.5
0,20.79,37.1566666667,18,40.4,21.8233333333,36.03,34.4666666667,5.69,46.845,21.79,39.9933333333,19.5,40.1566666667,5.0666666667,762,3.6666666667,20.6666666667
0,20.79,37.06,18,40.29,21.79,35.76,34.5,5.8,46.9333333333,21.79,39.2966666667,19.5,39.93,5.0833333333,762.05,3.8333333333,20.8333333333
0,20.79,37,18,40.29,21.73,35.7,34.4333333333,5.8,46.9333333333,21.79,38.89,19.4266666667,39.5966666667,5.1,762.1,4,21
0,20.79,36.9,18,40.1633333333,21.7,35.56,34.4,5.8,47.09,21.79,38.43,19.39,39.2233333333,5.1833333333,762.05,3.8333333333,22.1666666667
0,20.79,36.9,18,40.03,21.7,35.5,34.3266666667,5.8666666667,47.2233333333,21.79,38.03,19.39,39.09,5.2666666667,762,3.6666666667,23.3333333333
0,20.79,36.79,18,39.8633333333,21.6333333333,35.36,34.26,5.9333333333,47.59,21.79,37.645,19.39,38.7,5.35,761.95,3.5,24.5
0,20.79,36.73,18,39.79,21.6,35.29,34.1266666667,6.1266666667,47.4633333333,21.89,37.43,19.39,38.6175,5.4333333333,761.9,3.3333333333,25.6666666667
0,20.79,36.59,18.1,39.6633333333,21.6666666667,35.3633333333,34.09,6.4,46.6233333333,21.8233333333,37.1566666667,19.39,38.4633333333,5.5166666667,761.85,3.1666666667,26.8333333333
0,20.79,36.59,18.0333333333,38.9233333333,21.6,35.26,34.09,6.4,45.6233333333,21.79,36.9666666667,19.39,38.26,5.6,761.8,3,28
0,20.79,36.6233333333,18,38.4666666667,21.6,35.1266666667,34,6.5633333333,44.63,21.73,36.8266666667,19.3233333333,38.1266666667,5.6333333333,761.85,2.8333333333,28
0,20.79,37.9566666667,18.1333333333,38.6,21.6,35,34,6.8966666667,43.83,21.89,37,19.39,38.06,5.6666666667,761.9,2.6666666667,28
0,20.89,38.95,18.29,38.86,21.6,35.06,33.9666666667,7.1233333333,41.46,21.89,37.06,19.39,37.9333333333,5.7,761.95,2.5,28
10,20.89,39.86,18.43,39.1333333333,21.6,35.23,33.9,7.2633333333,41.0666666667,22.0333333333,37.1266666667,19.3566666667,37.76,5.7333333333,762,2.3333333333,28
0,20.9633333333,39.4666666667,18.5333333333,39.23,21.6,35.43,33.9,7.2633333333,40.86,22.0333333333,37.1266666667,19.3566666667,37.6266666667,5.7666666667,762.05,2.1666666667,28
0,21,38.6933333333,18.6,39.5633333333,21.6,35.59,33.9,7.1233333333,41.1933333333,22.1,37.29,19.3233333333,37.5,5.8,762.1,2,28
0,21,38.2266666667,18.6333333333,39.73,21.6666666667,35.6633333333,33.9,7.26,42.0666666667,22.1666666667,37.29,19.3233333333,37.4333333333,5.8,762.05,2.3333333333,30
0,21,37.8333333333,18.76,39.73,21.6,35.59,33.9333333333,7.4,42.26,22.29,37.5,19.29,37.3633333333,5.8,762,2.6666666667,32
0,21,37.7,18.79,39.495,21.6,35.7966666667,34,7.295,42.9,22.3566666667,37.5,19.29,37.29,5.8,761.95,3,34
0,21.0333333333,37.6266666667,18.8233333333,39.4,21.86,37.2666666667,34.03,7.09,44.66,22.4266666667,37.5666666667,19.3566666667,37.23,5.8,761.9,3.3333333333,36
0,21.0333333333,37.7,18.89,39.3266666667,22.1933333333,38.5266666667,34.09,7.23,44.5266666667,22.5,37.7,19.3566666667,37.29,5.8,761.85,3.6666666667,38
0,21.1,37.6633333333,19.0333333333,39.3266666667,22.6966666667,39.3666666667,34.09,7.8266666667,43.3333333333,22.5333333333,37.7,19.29,37.29,5.8,761.8,4,40
0,21.1,37.53,19.1666666667,39.2666666667,23.03,39.76,34.1633333333,8.16,41.1333333333,22.6,37.7,19.29,37.23,5.9666666667,761.75,3.8333333333,40
0,21.2,37.4666666667,19.29,39.1633333333,23.3233333333,39.9666666667,34.2,8.16,39.7233333333,22.7,37.6633333333,19.29,37.2,6.1333333333,761.7,3.6666666667,40
0,21.26,37.4,19.3566666667,39.03,23.4975,39.7675,34.2,8.0333333333,39.59,22.76,37.59,19.3566666667,37.1266666667,6.3,761.65,3.5,40
0,21.3233333333,37.3633333333,19.4266666667,39,23.6666666667,39.53,34.2,8.1,39.7666666667,22.79,37.56,19.3566666667,37.2,6.4666666667,761.6,3.3333333333,40
0,21.4633333333,37.7633333333,19.5666666667,38.86,23.6666666667,38.99,34.2,8.2333333333,38.8333333333,22.79,37.5,19.365,37.1725,6.6333333333,761.55,3.1666666667,40
0,21.5333333333,37.7666666667,19.7633333333,38.7,23.5333333333,38.5966666667,34.2,8.6,37.29,22.89,37.59,19.39,37.09,6.8,761.5,3,40
0,21.6,37.36,19.9633333333,38.5666666667,23.3566666667,38.1333333333,34.2,9.1333333333,35.8233333333,22.9266666667,37.56,19.29,37,6.7333333333,761.5,3.1666666667,40
0,21.7,37.2,20.1333333333,38.2966666667,23.23,37.8,34.2,9.2,30.4,23,37.4333333333,19.3566666667,36.9333333333,6.6666666667,761.5,3.3333333333,40
0,21.76,37.1266666667,20.26,38.03,23.2,37.5,34.2,8.8666666667,29.7333333333,23.1,37.3633333333,19.39,36.8633333333,6.6,761.5,3.5,40
0,21.84,37,20.3233333333,38.06,23.1333333333,37.36,34.09,8.5666666667,31.2,23.1,37.23,19.3233333333,36.73,6.5333333333,761.5,3.6666666667,40
0,21.89,36.8633333333,20.39,37.86,23.0666666667,37.1633333333,34.09,8.3666666667,31.3266666667,23.1,37.2,19.3566666667,36.6633333333,6.4666666667,761.5,3.8333333333,40
0,21.9633333333,36.73,20.5,37.76,23,37.03,34,8.3,32.3233333333,23.1666666667,37.2,19.29,36.59,6.4,761.5,4,40
0,22,36.59,20.5,37.6266666667,22.9633333333,36.8633333333,34,8.2266666667,33.2633333333,23.2,37.1633333333,19.3233333333,36.4666666667,6.5,761.4333333333,4,40
0,22.0666666667,36.59,20.6,37.43,22.89,36.73,34,8.46,33.9966666667,23.26,37.1633333333,19.39,36.7333333333,6.6,761.3666666667,4,40
0,22.1,36.4,20.6666666667,37.29,22.79,36.5266666667,34,8.695,32.3675,23.29,37.3266666667,19.39,37.9666666667,6.7,761.3,4,40
0,22.1,36.4,20.73,37.2233333333,22.79,36.3266666667,34,8.7266666667,31.3666666667,23.23,37.4,19.39,38.8333333333,6.8,761.2333333333,4,40
0,22.23,36.39,20.815,37.1725,22.7,36.1933333333,33.9633333333,8.5,31.43,23.29,37.4666666667,19.5,39.2,6.9,761.1666666667,4,40
0,22.29,36.39,20.89,37,22.7,36,34.9633333333,8.76,31.3633333333,23.29,37.3266666667,19.5,39.2,7,761.1,4,40
0,22.29,36.06,20.89,36.6633333333,22.6,35.76,36.33,8.86,29.9266666667,23.39,37.26,19.5,39.1333333333,7.1166666667,761.05,4,40
0,22.3566666667,35.9333333333,20.9633333333,36.53,22.6,35.6266666667,36.8633333333,8.6666666667,29.5933333333,23.39,37.1266666667,19.5666666667,38.9333333333,7.2333333333,761,4,40
0,22.5,35.9,21.1,36.4666666667,22.6,35.5,37.1933333333,8.7666666667,30.2933333333,23.5,37.1633333333,19.6,38.86,7.35,760.95,4,40
0,22.5666666667,35.8266666667,21.1,36.3266666667,22.6,35.4333333333,37.4,9.2333333333,28.3666666667,23.5,37.09,19.6,39,7.4666666667,760.9,4,40
0,22.6,35.76,21.2,36.2,22.6,35.29,37.5,9.0666666667,27.43,23.5,37.2,19.6,38.93,7.5833333333,760.85,4,40
0,22.6,35.6266666667,21.2,36.2,22.6,35.26,37.4333333333,9,28.0966666667,23.5,37.2,19.6,38.5925,7.7,760.8,4,40
0,22.6,35.56,21.1666666667,36.2,22.6,35.2,37.3633333333,9,28.5966666667,23.5333333333,37.2,19.6,38.3266666667,7.8,760.7666666667,4,40
0,22.6666666667,35.5,21.1666666667,36.2,22.6,35.09,37.29,9,28.7233333333,23.6,37.095,19.6,38.1333333333,7.9,760.7333333333,4,40
0,22.7,35.53,21.2,36.2,22.6,35.09,36.99,9.4,28.0933333333,23.6,37,19.6,38,8,760.7,4,40
0,22.7,35.6633333333,21.2,36.1266666667,22.6,35.09,36.5966666667,9.6,27.2333333333,23.6333333333,37.1266666667,19.6,37.8633333333,8.1,760.6666666667,4,40
0,22.73,37.7233333333,21.2,36.03,22.6,35.09,36.2233333333,9.8233333333,26.53,23.7,37.2,19.6,37.79,8.2,760.6333333333,4,40
0,22.79,40.895,21.2,36.3633333333,22.6,35.5,35.92,9.63,26.3233333333,23.7,37.06,19.6,37.6633333333,8.3,760.6,4,40
0,22.79,39.7233333333,21.2,36.8,22.6,35.76,35.6566666667,9.5,26.4966666667,23.76,37,19.6,37.59,8.2,760.6166666667,4,40
0,22.7,38.3333333333,21.2,37.06,22.6,35.9,35.4666666667,9.5,26.2475,23.79,36.9666666667,19.6,37.4666666667,8.1,760.6333333333,4,40
0,22.7,37.8,21.1,37.06,22.6,35.9,35.3266666667,9.5666666667,26.5666666667,23.79,36.9,19.6,37.3266666667,8,760.65,4,40
0,22.7,37.1333333333,21.1,36.9333333333,22.6,35.8633333333,35.1633333333,9.36,26.5666666667,23.79,36.79,19.6,37.26,7.9,760.6666666667,4,40
0,22.7,36.86,21,36.76,22.6,35.73,35.03,9.2266666667,26.76,23.8566666667,36.79,19.6,37.1266666667,7.8,760.6833333333,4,40
0,22.6,36.4666666667,21,36.7675,22.6,35.56,34.8633333333,9.0666666667,28.6333333333,23.89,36.79,19.5666666667,37,7.7,760.7,4,40
0,22.6,36.3266666667,20.9266666667,36.79,22.6,35.4333333333,34.79,8.8666666667,30.2333333333,23.89,36.73,19.5,36.9333333333,7.5833333333,760.7166666667,4.1666666667,38.1666666667
0,22.6,36.2,20.89,36.9,22.6,35.4666666667,34.76,8.6266666667,31.9966666667,23.9266666667,36.7,19.5666666667,36.79,7.4666666667,760.7333333333,4.3333333333,36.3333333333
0,22.6,36.2,20.89,36.9666666667,22.6,35.4,34.7,8.4266666667,33.53,24,36.7,19.5,36.73,7.35,760.75,4.5,34.5
10,22.7,36.6566666667,20.89,36.9333333333,22.6,35.4333333333,34.7,8.2633333333,34.9666666667,24,36.8266666667,19.5666666667,36.7,7.2333333333,760.7666666667,4.6666666667,32.6666666667
10,22.7,37.0633333333,20.8233333333,37.06,22.6,35.5,34.7,8.19,36.2266666667,24,36.9666666667,19.5,36.6266666667,7.1166666667,760.7833333333,4.8333333333,30.8333333333
0,22.73,37.5,20.79,37.1933333333,22.6,35.645,35.33,8,37.86,23.9266666667,37.36,19.5,36.59,7,760.8,5,29
0,22.79,37.76,20.79,37.4666666667,22.6666666667,35.79,36.2566666667,7.9333333333,38.3933333333,24,37.56,19.5,36.5675,6.75,760.85,4.6666666667,27.8333333333
10,22.89,38.2666666667,20.7,37.8,22.6666666667,35.8633333333,37.4566666667,7.7633333333,40.1333333333,23.89,37.73,19.5,36.5,6.5,760.9,4.3333333333,26.6666666667
10,23.03,38.2666666667,20.7,38.3333333333,22.73,36.2,38.1966666667,7.6233333333,41.86,23.89,37.5966666667,19.5,36.5,6.25,760.95,4,25.5
0,23.2,37.9,20.7,38.53,22.73,36.2,38.73,7.4666666667,44.36,23.89,37.5,19.5,36.5,6,761,3.6666666667,24.3333333333
0,23.1333333333,37.6333333333,20.6333333333,38.59,22.6666666667,36.2,38.79,7.26,46.5,23.89,37.5,19.4266666667,36.4333333333,5.75,761.05,3.3333333333,23.1666666667
0,23.1,37.2233333333,20.6,38.59,22.6,36.2,38.79,7.0266666667,49.03,23.89,37.4333333333,19.5,36.5,5.5,761.1,3,22
10,23.1,37.03,20.6,38.53,22.6,36.2,38.7225,6.8333333333,51.0966666667,23.9633333333,37.4,19.4633333333,36.4666666667,5.5166666667,761.1666666667,3,21.8333333333
0,23.1,36.745,20.5666666667,38.3633333333,22.5333333333,36.2,38.6266666667,6.4,53.2,23.9633333333,37.4666666667,19.4633333333,36.4666666667,5.5333333333,761.2333333333,3,21.6666666667
0,23.1,36.53,20.5,38.29,22.5666666667,36.09,38.43,6.0266666667,55.8333333333,23.9633333333,37.5666666667,19.39,36.53,5.55,761.3,3,21.5
10,23.1,36.8633333333,20.5,39.2566666667,22.5,36.09,38.1566666667,5.8333333333,57.4266666667,23.89,37.76,19.39,36.59,5.5666666667,761.3666666667,3,21.3333333333
0,23.0666666667,37.1266666667,20.5,39.7233333333,22.5666666667,36.23,38.0266666667,5.6566666667,58.39,23.89,37.9,19.39,36.59,5.5833333333,761.4333333333,3,21.1666666667
0,23,37.2,20.4633333333,39.79,22.5,36.3633333333,37.9,5.73,60.39,23.89,37.9,19.39,36.59,5.6,761.5,3,21
0,23,37.26,20.39,39.8725,22.5,36.5,37.76,5.9,61.1333333333,23.9266666667,37.8633333333,19.5,36.59,5.5833333333,761.4666666667,2.8333333333,28.1666666667
0,23,37.2,20.3233333333,39.9666666667,22.5,36.56,37.6266666667,5.76,61,24,37.79,19.4266666667,36.59,5.5666666667,761.4333333333,2.6666666667,35.3333333333
0,22.9633333333,37.2,20.26,40,22.5,36.59,37.3633333333,5.4666666667,61.9933333333,24,37.76,19.39,36.56,5.55,761.4,2.5,42.5
0,22.89,37.2,20.2,39.9333333333,22.4266666667,36.53,37.23,5.3333333333,62.66,24,37.7,19.4633333333,36.56,5.5333333333,761.3666666667,2.3333333333,49.6666666667
0,22.89,37.2,20.1,39.9,22.39,36.5,37.06,5.4333333333,63.9933333333,24.1,37.7,19.4633333333,36.56,5.5166666667,761.3333333333,2.1666666667,56.8333333333
0,22.8233333333,37.0666666667,20.1,39.9666666667,22.39,36.5,37,5.56,64.4666666667,24.1,37.7,19.39,36.5,5.5,761.3,2,64
10,22.79,37,20,39.9333333333,22.39,36.5,36.9,5.8333333333,64.59,24.1,37.89,19.39,36.5,5.5666666667,761.3333333333,1.8333333333,56.6666666667
10,22.79,37,20,40,22.39,36.59,36.9,5.9666666667,64.6566666667,24.1,38.2233333333,19.39,36.5,5.6333333333,761.3666666667,1.6666666667,49.3333333333
0,22.7,37.1266666667,19.89,40.1266666667,22.3233333333,36.6633333333,37.09,6,64.4933333333,24.0666666667,38.4333333333,19.4633333333,36.6333333333,5.7,761.4,1.5,42
0,22.7,37.26,19.8233333333,40.1266666667,22.29,36.7,37.1633333333,6,64.4333333333,24,38.6333333333,19.39,36.73,5.7666666667,761.4333333333,1.3333333333,34.6666666667
0,22.6666666667,37.4666666667,19.79,40.2,22.29,36.7,37.2,5.9666666667,64.4966666667,23.9633333333,38.9633333333,19.39,36.8633333333,5.8333333333,761.4666666667,1.1666666667,27.3333333333
0,22.6,37.4,19.73,40.2,22.29,36.7,37.2,5.9666666667,64.69,23.89,39.2966666667,19.39,37.1266666667,5.9,761.5,1,20
0,22.6,37.4,19.6666666667,40.29,22.29,36.7,37.2,6.045,64.495,23.89,39.645,19.4633333333,37.4,5.8833333333,761.4833333333,1.1666666667,27.5
0,22.5333333333,37.4,19.6,40.29,22.2,36.6266666667,37.1175,6.09,64.0933333333,23.79,39.89,19.5,37.6566666667,5.8666666667,761.4666666667,1.3333333333,35
0,22.5,37.4,19.5666666667,40.4,22.2,36.7,37.09,6.09,63.5666666667,23.79,40.3633333333,19.4266666667,37.8633333333,5.85,761.45,1.5,42.5
0,22.4175,37.4,19.5,40.4666666667,22.2,36.6633333333,37.09,6.09,62.8333333333,23.79,40.73,19.5,38.1566666667,5.8333333333,761.4333333333,1.6666666667,50
